Household,Ouside Temperature (F),Climate,Room Temperature (F),Hour,Predicted Consumption - Before Optimization(KWH),Predicted Consumption - After Optmization(KWH),Actual Consumption (KWH),Predicted Price ($/KWH),Actual Price ($/KWH),Cost to the Marketer - Predicted - Before Optimization($),Cost to the Marketer - Predicted - After Optimization($),Cost to the Marketer - Actual($),Cost to the Consumer - Predicted - Before Optimization($),Cost to the Consumer - Predicted - After Optimization($),Cost to the Consumer - Actual($)
House D,86,Normal,72,15,5.0452233402,4.0414,4.05484,0.09114,0.13435,0.4598216552,0.368333196,0.544767754,0.504522334,0.40414,0.405484
House A,104,Hot,76,14,5.4883554053,4.923,4.751,0.060644,0.06516,0.3328358252,0.298550412,0.30957516,0.5488355405,0.4923,0.4751
House D,81,Normal,74,19,5.1208941875,4.18771,4.18677,0.07549,0.07651,0.3865763022,0.3161302279,0.3203297727,0.5120894188,0.418771,0.418677
House A,72,Cold,74,14,5.4953270887,4.93291,4.76021,0.05665,0.05819,0.3113102796,0.2794493515,0.2769966199,0.5495327089,0.493291,0.476021
House A,99,Hot,74,21,5.5807190204,5.0713,5.06,0.057951,0.04893,0.323408248,0.2938869063,0.2475858,0.558071902,0.50713,0.506
House D,87.1,Normal,74,17,5.1429817451,4.18954,4.20714,0.58949,0.53457,3.0317363089,2.4696919346,2.2490108298,0.5142981745,0.418954,0.420714
House A,104,Hot,74,14,5.5224288103,4.932,4.774,0.060644,0.06516,0.3349021728,0.299096208,0.31107384,0.552242881,0.4932,0.4774
House D,86,Normal,74,16,5.1195615812,4.12376,4.14332,0.48537,0.41882,2.4848816047,2.0015493912,1.7353052824,0.5119561581,0.412376,0.414332
House D,66.9,Cold,76,18,5.2703698929,4.39827,4.39417,0.14303,0.1276,0.7538210058,0.6290845581,0.560696092,0.5270369893,0.439827,0.439417
House A,86,Normal,72,15,5.4204017661,4.69485,4.75363,0.142243,0.13435,0.7710142084,0.6678095486,0.6386501905,0.5420401766,0.469485,0.475363
House A,86,Normal,74,15,5.7211055688,5.29464,5.06668,0.142243,0.13435,0.8137872194,0.7531254775,0.680708458,0.5721105569,0.529464,0.506668
House A,106,Hot,72,15,5.4324479287,4.7,4.763,0.119949,0.12441,0.6516166966,0.5637603,0.59256483,0.5432447929,0.47,0.4763
House A,70,Cold,76,13,5.1527103583,4.14005,4.21761,0.0566,0.05893,0.2916434063,0.23432683,0.2485437573,0.5152710358,0.414005,0.421761
House D,64,Cold,72,19,5.1865178915,4.20052,4.20398,0.08294,0.07844,0.4301697939,0.3483911288,0.3297601912,0.5186517892,0.420052,0.420398
House A,60.1,Cold,74,21,5.6491932641,5.1145,5.0572,0.049864,0.04674,0.2816913729,0.255029428,0.236373528,0.5649193264,0.51145,0.50572
House A,99,Hot,72,21,5.6866215373,5.186,5.171,0.057951,0.04893,0.3295454047,0.300533886,0.25301703,0.5686621537,0.5186,0.5171
House A,99,Hot,76,21,5.5540267131,4.9208,4.994,0.057951,0.04893,0.321861402,0.2851652808,0.24435642,0.5554026713,0.49208,0.4994
House A,73,Cold,72,15,5.4446642088,4.68526,4.75131,0.137071,0.14244,0.7463055678,0.6422132735,0.6767765964,0.5444664209,0.468526,0.475131
House D,87.1,Normal,76,17,5.2964102629,4.32221,4.30996,0.58949,0.53457,3.1221808859,2.5478995729,2.3039753172,0.5296410263,0.432221,0.430996
House A,75,Normal,74,22,5.3684447915,4.43376,4.53126,0.034404,0.03477,0.1846959746,0.152539079,0.1575519102,0.5368444791,0.443376,0.453126
House A,75,Normal,72,22,5.4727543895,4.62337,4.59547,0.034404,0.03477,0.188284642,0.1590624215,0.1597844919,0.547275439,0.462337,0.459547
House A,86,Normal,72,16,5.7386709121,5.09873,5.17559,0.42499,0.41882,2.4388777509,2.1669092627,2.1676406038,0.5738670912,0.509873,0.517559
House A,86,Normal,74,16,5.8532430856,5.31653,5.2423,0.42499,0.41882,2.4875697789,2.2594720847,2.195580086,0.5853243086,0.531653,0.52423
House A,77,Normal,76,20,5.8551855866,5.31185,5.22265,0.038438,0.0467,0.2250616236,0.2041768903,0.243897755,0.5855185587,0.531185,0.522265
House A,77,Normal,72,20,5.9559689145,5.50807,5.36037,0.038438,0.0467,0.2289355331,0.2117191947,0.250329279,0.5955968915,0.550807,0.536037
House A,60.1,Cold,76,21,5.6919676068,4.94455,5.00435,0.049864,0.04674,0.2838242727,0.2465550412,0.233903319,0.5691967607,0.494455,0.500435
House A,84.9,Normal,76,14,5.6859397317,4.92774,4.75306,0.06308,0.06782,0.3586690783,0.3108418392,0.3223525292,0.5685939732,0.492774,0.475306
House A,99,Hot,72,22,5.5548458644,4.6619,4.596,0.043248,0.04307,0.2402359739,0.2016178512,0.19794972,0.5554845864,0.46619,0.4596
House A,102.2,Hot,72,20,5.9836308734,5.5,5.357,0.059275,0.05249,0.35467972,0.3260125,0.28118893,0.5983630873,0.55,0.5357
House A,73,Cold,76,15,5.7747763089,5.07934,5.03608,0.137071,0.14244,0.7915543634,0.6962302131,0.7173392352,0.5774776309,0.507934,0.503608
House A,107.1,Hot,74,17,6.0497761985,5.562,5.397,0.535123,0.529,3.2373743887,2.976354126,2.855013,0.6049776198,0.5562,0.5397
House A,73,Cold,74,15,5.9231818892,5.28539,5.05752,0.137071,0.14244,0.8118964647,0.7244736927,0.7203931488,0.5923181889,0.528539,0.505752
House A,105.1,Hot,74,19,5.9979956833,5.419,5.521,0.081082,0.07174,0.486329486,0.439383358,0.39607654,0.5997995683,0.5419,0.5521
House A,86,Normal,76,15,5.8328589276,5.08816,5.0394,0.142243,0.13435,0.8296833524,0.7237551429,0.67704339,0.5832858928,0.508816,0.50394
House A,105.1,Hot,76,18,6.1663135644,5.749,5.579,0.127012,0.13459,0.7831958184,0.730191988,0.75087761,0.6166313564,0.5749,0.5579
House A,71.1,Cold,76,17,6.0679684642,5.54243,5.40222,0.534748,0.5295,3.2448340003,2.9638033576,2.86047549,0.6067968464,0.554243,0.540222
House A,102.2,Hot,76,20,5.9509646273,5.302,5.232,0.059275,0.05249,0.3527434283,0.31427605,0.27462768,0.5950964627,0.5302,0.5232
House A,61,Cold,76,20,5.9722748747,5.32049,5.21646,0.037454,0.04315,0.2236855832,0.1992736325,0.225090249,0.5972274875,0.532049,0.521646
House A,86,Normal,76,18,6.1841188997,5.74166,5.58601,0.125703,0.12869,0.777362298,0.721743887,0.7188636269,0.61841189,0.574166,0.558601
House A,79,Normal,72,21,5.8908760761,5.15421,5.17191,0.037551,0.04682,0.2212082875,0.1935457397,0.2421488262,0.5890876076,0.515421,0.517191
House A,73,Cold,72,16,5.8960006404,5.09112,5.16777,0.424417,0.42027,2.5023629038,2.160757877,2.1718586979,0.589600064,0.509112,0.516777
House A,106,Hot,74,15,6.0036615794,5.301,5.061,0.119949,0.12441,0.7201332028,0.635849649,0.62963901,0.6003661579,0.5301,0.5061
House A,86,Normal,74,18,6.1758363344,5.61993,5.53789,0.125703,0.12869,0.7763211547,0.7064420608,0.7126710641,0.6175836334,0.561993,0.553789
House A,84.9,Normal,74,14,5.8362224333,4.92941,4.76701,0.06308,0.06782,0.3681489111,0.3109471828,0.3232986182,0.5836222433,0.492941,0.476701
House A,86,Normal,76,16,5.9598483883,5.15312,5.23352,0.42499,0.41882,2.5328759665,2.1900244688,2.1919028464,0.5959848388,0.515312,0.523352
House A,102.2,Hot,74,20,5.9498900509,5.125,5.246,0.059275,0.05249,0.3526797328,0.303784375,0.27536254,0.5949890051,0.5125,0.5246
House A,66.9,Cold,72,18,6.2496960654,5.69498,5.66665,0.137562,0.1276,0.8597206901,0.7834128388,0.72306454,0.6249696065,0.569498,0.566665
House A,81,Normal,76,19,6.2217663986,5.63574,5.5082,0.080257,0.07651,0.4993403059,0.4523075852,0.421432382,0.6221766399,0.563574,0.55082
House A,87.1,Normal,76,17,6.1777072363,5.5395,5.40221,0.527543,0.53457,3.2590062086,2.9223244485,2.8878593997,0.6177707236,0.55395,0.540221
House A,87.1,Normal,72,17,6.0563333606,5.29108,5.43376,0.527543,0.53457,3.19497627,2.7912722164,2.9047250832,0.6056333361,0.529108,0.543376
House A,77,Normal,74,20,6.0039708957,5.12162,5.2487,0.038438,0.0467,0.2307806333,0.1968648296,0.24511429,0.6003970896,0.512162,0.52487
House A,64,Cold,74,19,6.1553951793,5.40938,5.51421,0.076781,0.07844,0.4726173973,0.4153376058,0.4325346324,0.6155395179,0.540938,0.551421
House A,79,Normal,76,21,5.9056248995,4.90782,5.00362,0.037551,0.04682,0.2217621206,0.1842935488,0.2342694884,0.5905624899,0.490782,0.500362
House A,87.1,Normal,74,17,6.2365367521,5.55294,5.39805,0.527543,0.53457,3.2900413078,2.9294146264,2.8856355885,0.6236536752,0.555294,0.539805
House A,106,Hot,76,15,6.0089218582,5.083,5.046,0.119949,0.12441,0.720764168,0.609700767,0.62777286,0.6008921858,0.5083,0.5046
House A,66.9,Cold,76,18,6.3435454432,5.74086,5.58456,0.137562,0.1276,0.8726307983,0.7897241833,0.712589856,0.6343545443,0.574086,0.558456
House A,106,Hot,72,16,6.0233100466,5.1,5.176,0.430906,0.423,2.5954804389,2.1976206,2.189448,0.6023310047,0.51,0.5176
House A,61,Cold,74,20,6.0316662193,5.11265,5.25087,0.037454,0.04315,0.2259100266,0.1914891931,0.2265750405,0.6031666219,0.511265,0.525087
House A,73,Cold,76,16,6.0611320405,5.15363,5.22806,0.424417,0.42027,2.5724474772,2.1872881837,2.1971967762,0.606113204,0.515363,0.522806
House A,60.1,Cold,72,21,6.057787913,5.12629,5.17909,0.049864,0.04674,0.3020655365,0.2556173246,0.2420706666,0.6057787913,0.512629,0.517909
House A,81,Normal,74,19,6.2029129678,5.41198,5.51706,0.080257,0.07651,0.4978271861,0.4343492789,0.4221102606,0.6202912968,0.541198,0.551706
House A,106,Hot,74,16,6.1567145904,5.31,5.244,0.430906,0.423,2.6529652573,2.28811086,2.218212,0.615671459,0.531,0.5244
House A,71.1,Cold,72,17,6.1534231965,5.30079,5.44243,0.534748,0.5295,3.2905307475,2.8345868509,2.881766685,0.6153423196,0.530079,0.544243
House A,66.9,Cold,74,18,6.3189975971,5.6294,5.52791,0.137562,0.1276,0.8692539475,0.7743915228,0.705361316,0.6318997597,0.56294,0.552791
House A,61,Cold,72,20,6.2663481909,5.51054,5.36264,0.037454,0.04315,0.2346998051,0.2063917652,0.231397916,0.6266348191,0.551054,0.536264
House A,79,Normal,74,21,6.0702890548,5.1134,5.0529,0.037551,0.04682,0.2279454243,0.1920132834,0.236576778,0.6070289055,0.51134,0.50529
House A,73,Cold,74,16,6.18859972,5.32633,5.23249,0.424417,0.42027,2.6265469274,2.2605849996,2.1990585723,0.618859972,0.532633,0.523249
House A,105.1,Hot,72,19,6.4278700728,5.8,5.688,0.081082,0.07174,0.5211845612,0.4702756,0.40805712,0.6427870073,0.58,0.5688
House A,105.1,Hot,76,19,6.3573890144,5.634,5.51,0.081082,0.07174,0.5154698161,0.456815988,0.3952874,0.6357389014,0.5634,0.551
House A,71.1,Cold,74,17,6.348557951,5.54824,5.4025,0.534748,0.5295,3.3948786672,2.9669102435,2.86062375,0.6348557951,0.554824,0.54025
House A,106,Hot,76,16,6.1728388353,5.145,5.236,0.430906,0.423,2.6599132912,2.21701137,2.214828,0.6172838835,0.5145,0.5236
House A,86,Normal,72,18,6.4704784991,5.69928,5.66874,0.125703,0.12869,0.8133585588,0.7164165938,0.7295101506,0.6470478499,0.569928,0.566874
House A,107.1,Hot,72,17,6.2982654758,5.3,5.437,0.535123,0.529,3.3703467162,2.8361519,2.876173,0.6298265476,0.53,0.5437
House A,107.1,Hot,76,17,6.4288927475,5.533,5.405,0.535123,0.529,3.4402483737,2.960835559,2.859245,0.6428892747,0.5533,0.5405
House A,64,Cold,72,19,6.5780191079,5.80369,5.6748,0.076781,0.07844,0.5050668851,0.4456131219,0.445131312,0.6578019108,0.580369,0.56748
House A,105.1,Hot,74,18,6.5076012958,5.629,5.538,0.127012,0.13459,0.8265434558,0.714950548,0.74535942,0.6507601296,0.5629,0.5538
House A,64,Cold,76,19,6.5118853255,5.63513,5.51544,0.076781,0.07844,0.4999890672,0.4326709165,0.4326311136,0.6511885325,0.563513,0.551544
House A,105.1,Hot,72,18,6.6647769086,5.7,5.664,0.127012,0.13459,0.8465066447,0.7239684,0.76231776,0.6664776909,0.57,0.5664
House A,81,Normal,72,19,6.7192052713,5.79837,5.68293,0.080257,0.07651,0.5392632575,0.4653597811,0.4348009743,0.6719205271,0.579837,0.568293
House A,42.1,Cold,72,1,,,3.02433,,0.01907,,,,,,
House A,42.1,Cold,72,2,,,2.76362,,0.00558,,,,,,
House A,39.9,Cold,72,3,,,2.57589,,0.03016,,,,,,
House A,39.2,Cold,72,4,,,2.34066,,0.03114,,,,,,
House A,39,Cold,72,5,,,2.20116,,0.0173,,,,,,
House A,37.9,Cold,72,6,,,2.11214,,0.0313,,,,,,
House A,36,Cold,72,7,,,2.08363,,0.0256,,,,,,
House A,42.1,Cold,72,8,,,2.10687,,0.0089,,,,,,
House A,48.9,Cold,72,9,,,2.11286,,0.01887,,,,,,
House A,55.9,Cold,72,10,,,2.33732,,0.0213,,,,,,
House A,62.1,Cold,72,11,,,2.73489,,0.02551,,,,,,
House A,64.9,Cold,72,12,,,3.22105,,0.04746,,,,,,
House A,42.1,Cold,74,1,,,3.17581,,0.01907,,,,,,
House A,42.1,Cold,74,2,,,2.87717,,0.00558,,,,,,
House A,39.9,Cold,74,3,,,2.6642,,0.03016,,,,,,
House A,39.2,Cold,74,4,,,2.46211,,0.03114,,,,,,
House A,39,Cold,74,5,,,2.29109,,0.0173,,,,,,
House A,37.9,Cold,74,6,,,2.16573,,0.0313,,,,,,
House A,36,Cold,74,7,,,2.10846,,0.0256,,,,,,
House A,42.1,Cold,74,8,,,2.1049,,0.0089,,,,,,
House A,48.9,Cold,74,9,,,2.15874,,0.01887,,,,,,
House A,55.9,Cold,74,10,,,2.44432,,0.0213,,,,,,
House A,62.1,Cold,74,11,,,2.96198,,0.02551,,,,,,
House A,64.9,Cold,74,12,,,3.64239,,0.04746,,,,,,
House A,42.1,Cold,76,1,,,3.18014,,0.01907,,,,,,
House A,42.1,Cold,76,2,,,2.87209,,0.00558,,,,,,
House A,39.9,Cold,76,3,,,2.69179,,0.03016,,,,,,
House A,39.2,Cold,76,4,,,2.45554,,0.03114,,,,,,
House A,39,Cold,76,5,,,2.29524,,0.0173,,,,,,
House A,37.9,Cold,76,6,,,2.13804,,0.0313,,,,,,
House A,36,Cold,76,7,,,2.09524,,0.0256,,,,,,
House A,42.1,Cold,76,8,,,2.09452,,0.0089,,,,,,
House A,48.9,Cold,76,9,,,2.18311,,0.01887,,,,,,
House A,55.9,Cold,76,10,,,2.41345,,0.0213,,,,,,
House A,62.1,Cold,76,11,,,2.96802,,0.02551,,,,,,
House A,64.9,Cold,76,12,,,3.62019,,0.04746,,,,,,
House A,93,Hot,72,1,,,3.024,,0.02897,,,,,,
House A,91,Hot,72,2,,,2.76,,0.02519,,,,,,
House A,90,Hot,72,3,,,2.578,,0.02447,,,,,,
House A,91,Hot,72,4,,,2.346,,0.02334,,,,,,
House A,90,Hot,72,5,,,2.198,,0.02317,,,,,,
House A,89.1,Hot,72,6,,,2.11,,0.024,,,,,,
House A,87.1,Hot,72,7,,,2.09,,0.02456,,,,,,
House A,88,Hot,72,8,,,2.1,,0.02522,,,,,,
House A,90,Hot,72,9,,,2.125,,0.02657,,,,,,
House A,93,Hot,72,10,,,2.32,,0.03097,,,,,,
House A,96.1,Hot,72,11,,,2.74,,0.03677,,,,,,
House A,99,Hot,72,12,,,3.215,,0.04418,,,,,,
House A,93,Hot,74,1,,,3.173,,0.02897,,,,,,
House A,91,Hot,74,2,,,2.882,,0.02519,,,,,,
House A,90,Hot,74,3,,,2.657,,0.02447,,,,,,
House A,91,Hot,74,4,,,2.451,,0.02334,,,,,,
House A,90,Hot,74,5,,,2.294,,0.02317,,,,,,
House A,89.1,Hot,74,6,,,2.174,,0.024,,,,,,
House A,87.1,Hot,74,7,,,2.101,,0.02456,,,,,,
House A,88,Hot,74,8,,,2.095,,0.02522,,,,,,
House A,90,Hot,74,9,,,2.162,,0.02657,,,,,,
House A,93,Hot,74,10,,,2.427,,0.03097,,,,,,
House A,96.1,Hot,74,11,,,2.965,,0.03677,,,,,,
House A,99,Hot,74,12,,,3.645,,0.04418,,,,,,
House A,93,Hot,76,1,,,3.192,,0.02897,,,,,,
House A,91,Hot,76,2,,,2.867,,0.02519,,,,,,
House A,90,Hot,76,3,,,2.693,,0.02447,,,,,,
House A,91,Hot,76,4,,,2.457,,0.02334,,,,,,
House A,90,Hot,76,5,,,2.293,,0.02317,,,,,,
House A,89.1,Hot,76,6,,,2.142,,0.024,,,,,,
House A,87.1,Hot,76,7,,,2.093,,0.02456,,,,,,
House A,88,Hot,76,8,,,2.11,,0.02522,,,,,,
House A,90,Hot,76,9,,,2.177,,0.02657,,,,,,
House A,93,Hot,76,10,,,2.41,,0.03097,,,,,,
House A,96.1,Hot,76,11,,,2.967,,0.03677,,,,,,
House A,99,Hot,76,12,,,3.611,,0.04418,,,,,,
House A,69.1,Normal,72,1,,,3.0147,,0.02801,,,,,,
House A,66.9,Normal,72,2,,,2.76111,,0.01557,,,,,,
House A,64.9,Normal,72,3,,,2.57193,,0.02882,,,,,,
House A,66.2,Normal,72,4,,,2.34087,,0.03295,,,,,,
House A,64,Normal,72,5,,,2.19886,,0.02559,,,,,,
House A,62.6,Normal,72,6,,,2.10914,,0.02597,,,,,,
House A,68,Normal,72,7,,,2.09244,,0.02125,,,,,,
House A,66.9,Normal,72,8,,,2.10651,,0.01583,,,,,,
House A,69.1,Normal,72,9,,,2.12153,,0.01724,,,,,,
House A,72,Normal,72,10,,,2.32735,,0.03097,,,,,,
House A,75.9,Normal,72,11,,,2.7347,,0.03415,,,,,,
House A,80.1,Normal,72,12,,,3.22202,,0.04353,,,,,,
House A,69.1,Normal,74,1,,,3.17038,,0.02801,,,,,,
House A,66.9,Normal,74,2,,,2.88558,,0.01557,,,,,,
House A,64.9,Normal,74,3,,,2.66123,,0.02882,,,,,,
House A,66.2,Normal,74,4,,,2.45381,,0.03295,,,,,,
House A,64,Normal,74,5,,,2.28967,,0.02559,,,,,,
House A,62.6,Normal,74,6,,,2.16458,,0.02597,,,,,,
House A,68,Normal,74,7,,,2.10402,,0.02125,,,,,,
House A,66.9,Normal,74,8,,,2.09746,,0.01583,,,,,,
House A,69.1,Normal,74,9,,,2.16283,,0.01724,,,,,,
House A,72,Normal,74,10,,,2.43654,,0.03097,,,,,,
House A,75.9,Normal,74,11,,,2.96096,,0.03415,,,,,,
House A,80.1,Normal,74,12,,,3.64619,,0.04353,,,,,,
House A,69.1,Normal,76,1,,,3.18475,,0.02801,,,,,,
House A,66.9,Normal,76,2,,,2.87658,,0.01557,,,,,,
House A,64.9,Normal,76,3,,,2.69364,,0.02882,,,,,,
House A,66.2,Normal,76,4,,,2.46534,,0.03295,,,,,,
House A,64,Normal,76,5,,,2.29918,,0.02559,,,,,,
House A,62.6,Normal,76,6,,,2.1424,,0.02597,,,,,,
House A,68,Normal,76,7,,,2.08926,,0.02125,,,,,,
House A,66.9,Normal,76,8,,,2.10266,,0.01583,,,,,,
House A,69.1,Normal,76,9,,,2.18227,,0.01724,,,,,,
House A,72,Normal,76,10,,,2.40933,,0.03097,,,,,,
House A,75.9,Normal,76,11,,,2.97461,,0.03415,,,,,,
House A,80.1,Normal,76,12,,,3.61246,,0.04353,,,,,,
House B,42.1,Cold,72,1,,,1.00653,,0.01907,,,,,,
House B,42.1,Cold,72,2,,,0.91511,,0.00558,,,,,,
House B,39.9,Cold,72,3,,,0.90258,,0.03016,,,,,,
House B,39.2,Cold,72,4,,,0.91999,,0.03114,,,,,,
House B,39,Cold,72,5,,,0.96115,,0.0173,,,,,,
House B,37.9,Cold,72,6,,,1.00369,,0.0313,,,,,,
House B,36,Cold,72,7,,,1.30306,,0.0256,,,,,,
House B,42.1,Cold,72,8,,,1.43307,,0.0089,,,,,,
House B,48.9,Cold,72,9,,,1.27227,,0.01887,,,,,,
House B,55.9,Cold,72,10,,,1.21865,,0.0213,,,,,,
House B,62.1,Cold,72,11,,,1.19417,,0.02551,,,,,,
House B,64.9,Cold,72,12,,,1.08755,,0.04746,,,,,,
House B,42.1,Cold,74,1,,,1.03843,,0.01907,,,,,,
House B,42.1,Cold,74,2,,,0.93243,,0.00558,,,,,,
House B,39.9,Cold,74,3,,,0.86274,,0.03016,,,,,,
House B,39.2,Cold,74,4,,,0.87319,,0.03114,,,,,,
House B,39,Cold,74,5,,,0.86509,,0.0173,,,,,,
House B,37.9,Cold,74,6,,,0.88487,,0.0313,,,,,,
House B,36,Cold,74,7,,,0.99552,,0.0256,,,,,,
House B,42.1,Cold,74,8,,,1.11349,,0.0089,,,,,,
House B,48.9,Cold,74,9,,,1.2117,,0.01887,,,,,,
House B,55.9,Cold,74,10,,,1.32421,,0.0213,,,,,,
House B,62.1,Cold,74,11,,,1.34735,,0.02551,,,,,,
House B,64.9,Cold,74,12,,,1.32,,0.04746,,,,,,
House B,42.1,Cold,76,1,,,0.85756,,0.01907,,,,,,
House B,42.1,Cold,76,2,,,0.76228,,0.00558,,,,,,
House B,39.9,Cold,76,3,,,0.69989,,0.03016,,,,,,
House B,39.2,Cold,76,4,,,0.65948,,0.03114,,,,,,
House B,39,Cold,76,5,,,0.65178,,0.0173,,,,,,
House B,37.9,Cold,76,6,,,0.6677,,0.0313,,,,,,
House B,36,Cold,76,7,,,0.71609,,0.0256,,,,,,
House B,42.1,Cold,76,8,,,0.85595,,0.0089,,,,,,
House B,48.9,Cold,76,9,,,1.05789,,0.01887,,,,,,
House B,55.9,Cold,76,10,,,1.13679,,0.0213,,,,,,
House B,62.1,Cold,76,11,,,1.14492,,0.02551,,,,,,
House B,64.9,Cold,76,12,,,1.20284,,0.04746,,,,,,
House B,93,Hot,72,1,,,1.022,,0.02897,,,,,,
House B,91,Hot,72,2,,,0.927,,0.02519,,,,,,
House B,90,Hot,72,3,,,0.906,,0.02447,,,,,,
House B,91,Hot,72,4,,,0.927,,0.02334,,,,,,
House B,90,Hot,72,5,,,0.966,,0.02317,,,,,,
House B,89.1,Hot,72,6,,,1.009,,0.024,,,,,,
House B,87.1,Hot,72,7,,,1.311,,0.02456,,,,,,
House B,88,Hot,72,8,,,1.428,,0.02522,,,,,,
House B,90,Hot,72,9,,,1.267,,0.02657,,,,,,
House B,93,Hot,72,10,,,1.211,,0.03097,,,,,,
House B,96.1,Hot,72,11,,,1.195,,0.03677,,,,,,
House B,99,Hot,72,12,,,1.08,,0.04418,,,,,,
House B,93,Hot,74,1,,,1.025,,0.02897,,,,,,
House B,91,Hot,74,2,,,0.943,,0.02519,,,,,,
House B,90,Hot,74,3,,,0.864,,0.02447,,,,,,
House B,91,Hot,74,4,,,0.876,,0.02334,,,,,,
House B,90,Hot,74,5,,,0.865,,0.02317,,,,,,
House B,89.1,Hot,74,6,,,0.875,,0.024,,,,,,
House B,87.1,Hot,74,7,,,0.992,,0.02456,,,,,,
House B,88,Hot,74,8,,,1.114,,0.02522,,,,,,
House B,90,Hot,74,9,,,1.22,,0.02657,,,,,,
House B,93,Hot,74,10,,,1.327,,0.03097,,,,,,
House B,96.1,Hot,74,11,,,1.338,,0.03677,,,,,,
House B,99,Hot,74,12,,,1.325,,0.04418,,,,,,
House B,93,Hot,76,1,,,0.87,,0.02897,,,,,,
House B,91,Hot,76,2,,,0.764,,0.02519,,,,,,
House B,90,Hot,76,3,,,0.68,,0.02447,,,,,,
House B,91,Hot,76,4,,,0.658,,0.02334,,,,,,
House B,90,Hot,76,5,,,0.657,,0.02317,,,,,,
House B,89.1,Hot,76,6,,,0.68,,0.024,,,,,,
House B,87.1,Hot,76,7,,,0.719,,0.02456,,,,,,
House B,88,Hot,76,8,,,0.866,,0.02522,,,,,,
House B,90,Hot,76,9,,,1.039,,0.02657,,,,,,
House B,93,Hot,76,10,,,1.147,,0.03097,,,,,,
House B,96.1,Hot,76,11,,,1.149,,0.03677,,,,,,
House B,99,Hot,76,12,,,1.208,,0.04418,,,,,,
House B,69.1,Normal,72,1,,,1.01431,,0.02801,,,,,,
House B,66.9,Normal,72,2,,,0.91823,,0.01557,,,,,,
House B,64.9,Normal,72,3,,,0.90284,,0.02882,,,,,,
House B,66.2,Normal,72,4,,,0.92427,,0.03295,,,,,,
House B,64,Normal,72,5,,,0.96561,,0.02559,,,,,,
House B,62.6,Normal,72,6,,,1.01188,,0.02597,,,,,,
House B,68,Normal,72,7,,,1.30981,,0.02125,,,,,,
House B,66.9,Normal,72,8,,,1.43566,,0.01583,,,,,,
House B,69.1,Normal,72,9,,,1.2733,,0.01724,,,,,,
House B,72,Normal,72,10,,,1.22054,,0.03097,,,,,,
House B,75.9,Normal,72,11,,,1.1863,,0.03415,,,,,,
House B,80.1,Normal,72,12,,,1.07983,,0.04353,,,,,,
House B,69.1,Normal,74,1,,,1.03136,,0.02801,,,,,,
House B,66.9,Normal,74,2,,,0.93642,,0.01557,,,,,,
House B,64.9,Normal,74,3,,,0.86316,,0.02882,,,,,,
House B,66.2,Normal,74,4,,,0.87643,,0.03295,,,,,,
House B,64,Normal,74,5,,,0.86295,,0.02559,,,,,,
House B,62.6,Normal,74,6,,,0.88046,,0.02597,,,,,,
House B,68,Normal,74,7,,,0.98806,,0.02125,,,,,,
House B,66.9,Normal,74,8,,,1.11509,,0.01583,,,,,,
House B,69.1,Normal,74,9,,,1.2107,,0.01724,,,,,,
House B,72,Normal,74,10,,,1.32976,,0.03097,,,,,,
House B,75.9,Normal,74,11,,,1.34193,,0.03415,,,,,,
House B,80.1,Normal,74,12,,,1.32893,,0.04353,,,,,,
House B,69.1,Normal,76,1,,,0.86211,,0.02801,,,,,,
House B,66.9,Normal,76,2,,,0.77208,,0.01557,,,,,,
House B,64.9,Normal,76,3,,,0.68995,,0.02882,,,,,,
House B,66.2,Normal,76,4,,,0.6653,,0.03295,,,,,,
House B,64,Normal,76,5,,,0.64733,,0.02559,,,,,,
House B,62.6,Normal,76,6,,,0.67505,,0.02597,,,,,,
House B,68,Normal,76,7,,,0.71039,,0.02125,,,,,,
House B,66.9,Normal,76,8,,,0.8606,,0.01583,,,,,,
House B,69.1,Normal,76,9,,,1.04793,,0.01724,,,,,,
House B,72,Normal,76,10,,,1.14053,,0.03097,,,,,,
House B,75.9,Normal,76,11,,,1.15239,,0.03415,,,,,,
House B,80.1,Normal,76,12,,,1.20038,,0.04353,,,,,,
House C,42.1,Cold,72,1,,,1.81754,,0.01907,,,,,,
House C,42.1,Cold,72,2,,,1.59479,,0.00558,,,,,,
House C,39.9,Cold,72,3,,,1.42846,,0.03016,,,,,,
House C,39.2,Cold,72,4,,,1.2881,,0.03114,,,,,,
House C,39,Cold,72,5,,,1.21383,,0.0173,,,,,,
House C,37.9,Cold,72,6,,,1.19391,,0.0313,,,,,,
House C,36,Cold,72,7,,,1.18394,,0.0256,,,,,,
House C,42.1,Cold,72,8,,,1.29287,,0.0089,,,,,,
House C,48.9,Cold,72,9,,,1.41866,,0.01887,,,,,,
House C,55.9,Cold,72,10,,,1.58646,,0.0213,,,,,,
House C,62.1,Cold,72,11,,,1.76002,,0.02551,,,,,,
House C,64.9,Cold,72,12,,,1.8916,,0.04746,,,,,,
House C,42.1,Cold,74,1,,,1.79947,,0.01907,,,,,,
House C,42.1,Cold,74,2,,,1.5827,,0.00558,,,,,,
House C,39.9,Cold,74,3,,,1.43036,,0.03016,,,,,,
House C,39.2,Cold,74,4,,,1.31508,,0.03114,,,,,,
House C,39,Cold,74,5,,,1.23313,,0.0173,,,,,,
House C,37.9,Cold,74,6,,,1.23715,,0.0313,,,,,,
